Test Description,Client,Hypothesis,Rationale,Walkthrough Video URL,Placement,Placement URL,Variants Weight,Primary Goals,Design Brief,Development Brief,Media/Links,GEOs,Devices,FIGMA Url,QA Report,QA Passed,PTA 1 Wk Loom URL,Post-Test Analysis (Loom),Describe what happened & what we learned,Next Steps (Action),Revenue Added (MRR) (K Format ),Goal Metric 1,Metric #1 Increase,Goal Metric 2,Metric #2 Increase,Confidence Level,Segment Deploy Applied to,Image Type,Control Image,Variant Image,Post-Test Analysis (Image),Convert Experiment ID,Created By,Record ID (from Brand Name),Brand Record ID,Sync to Schedule,Delete,Reason For Reject,Last Modified
"""Tradition vs. Science"" Ingredient Grid",The Ayurveda Experience,"Grouping ingredients by ""Ayurvedic"" and ""Clinical"" satisfies both the holistic and results-oriented personas simultaneously.","The current list is a ""wall of text."" A grid or table allows users to self-segment and find the proof points they care about most.",,"Middle of page, replacing the long vertical ingredient descriptions.",https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,CVR,"Design a 2-column or 4-box grid. Column 1: ""The Ayurvedic Powerhouse"" (Lotus/Lily icons). Column 2: ""The Clinical Powerhouse"" (Ceramide/Kelp icons). Use short, 2-line descriptions for each.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=reciPpxOI0PcMqn7q&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=%22Tradition%20vs.%20Science%22%20Ingredient%20Grid&hypothesis=Grouping%20ingredients%20by%20%22Ayurvedic%22%20and%20%22Clinical%22%20satisfies%20both%20the%20holistic%20and%20results-oriented%20personas%20simultaneously.&rationale=The%20current%20list%20is%20a%20%22wall%20of%20text.%22%20A%20grid%20or%20table%20allows%20users%20to%20self-segment%20and%20find%20the%20proof%20points%20they%20care%20about%20most.&placement=Middle%20of%20page%2C%20replacing%20the%20long%20vertical%20ingredient%20descriptions.&variants_weight=50%2F50&category_primary_goals=CVR&design_brief=Design%20a%202-column%20or%204-box%20grid.%20Column%201%3A%20%22The%20Ayurvedic%20Powerhouse%22%20%28Lotus%2FLily%20icons%29.%20Column%202%3A%20%22The%20Clinical%20Powerhouse%22%20%28Ceramide%2FKelp%20icons%29.%20Use%20short%2C%202-line%20descriptions%20for%20each.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=reciPpxOI0PcMqn7q&type=deleteTestIdea,,1/19/2026 11:05pm
Dermatologist/Practitioner Authority Block,The Ayurveda Experience,"Adding an authoritative expert voice will increase the ""Believability"" score of the anti-aging claims.","Authority bias suggests users trust clinical endorsements more than peer reviews for technical skin concerns like ""crepey skin.""",,"Between the ""How it Works"" section and User Reviews.",https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,"CVR,RPV","Add a clean block with a professional headshot of an Ayurvedic Practitioner or Dermatologist. Include a quote about why the ""String-to-Silk"" technology is superior for the delicate neck barrier.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=rec3s57dAuE3CVwMe&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=Dermatologist%2FPractitioner%20Authority%20Block&hypothesis=Adding%20an%20authoritative%20expert%20voice%20will%20increase%20the%20%22Believability%22%20score%20of%20the%20anti-aging%20claims.&rationale=Authority%20bias%20suggests%20users%20trust%20clinical%20endorsements%20more%20than%20peer%20reviews%20for%20technical%20skin%20concerns%20like%20%22crepey%20skin.%22&placement=Between%20the%20%22How%20it%20Works%22%20section%20and%20User%20Reviews.&variants_weight=50%2F50&category_primary_goals=CVR%2C%20RPV&design_brief=Add%20a%20clean%20block%20with%20a%20professional%20headshot%20of%20an%20Ayurvedic%20Practitioner%20or%20Dermatologist.%20Include%20a%20quote%20about%20why%20the%20%22String-to-Silk%22%20technology%20is%20superior%20for%20the%20delicate%20neck%20barrier.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=rec3s57dAuE3CVwMe&type=deleteTestIdea,,1/19/2026 11:08pm
"""Is This Right For You?"" Dosha Quiz CTA",The Ayurveda Experience,"Using a quiz to ""match"" the user to the product increases psychological ownership and likelihood to buy.",Micro-commitments (clicking through a quiz) lower the barrier to the final purchase.,,"Mid-page, after the initial product introduction.",https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,"CVR,ATC","A prominent, lifestyle-image-backed CTA card. Copy: ""Find Your Ayurvedic Match. Take the 30-Second Skin Quiz."" Buttons lead to a mini-quiz flow. Use shopify apps for reference.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recdgniiUYdOKHBjU&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=%22Is%20This%20Right%20For%20You%3F%22%20Dosha%20Quiz%20CTA&hypothesis=Using%20a%20quiz%20to%20%22match%22%20the%20user%20to%20the%20product%20increases%20psychological%20ownership%20and%20likelihood%20to%20buy.&rationale=Micro-commitments%20%28clicking%20through%20a%20quiz%29%20lower%20the%20barrier%20to%20the%20final%20purchase.&placement=Mid-page%2C%20after%20the%20initial%20product%20introduction.&variants_weight=50%2F50&category_primary_goals=CVR%2C%20ATC&design_brief=A%20prominent%2C%20lifestyle-image-backed%20CTA%20card.%20Copy%3A%20%22Find%20Your%20Ayurvedic%20Match.%20Take%20the%2030-Second%20Skin%20Quiz.%22%20Buttons%20lead%20to%20a%20mini-quiz%20flow.%20Use%20shopify%20apps%20for%20reference.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recdgniiUYdOKHBjU&type=deleteTestIdea,,1/19/2026 11:10pm
Hero Video Background (String-to-Silk),The Ayurveda Experience,"Seeing the unique texture in motion will better explain the ""String-to-Silk"" USP and drive higher intent.","Sensory products (gels/masks) sell better when the user can visually ""feel"" the texture.",,Hero section background or side media element.,https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,"ATC,CVR","Use a 5-second, high-quality loop of the gel stretching between fingers and then instantly melting into skin. Minimalist, no sound, high-res.",Auto-play video on iOS*,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recFlCdJAC2GlPpAH&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=Hero%20Video%20Background%20%28String-to-Silk%29&hypothesis=Seeing%20the%20unique%20texture%20in%20motion%20will%20better%20explain%20the%20%22String-to-Silk%22%20USP%20and%20drive%20higher%20intent.&rationale=Sensory%20products%20%28gels%2Fmasks%29%20sell%20better%20when%20the%20user%20can%20visually%20%22feel%22%20the%20texture.&placement=Hero%20section%20background%20or%20side%20media%20element.&variants_weight=50%2F50&category_primary_goals=ATC%2C%20CVR&design_brief=Use%20a%205-second%2C%20high-quality%20loop%20of%20the%20gel%20stretching%20between%20fingers%20and%20then%20instantly%20melting%20into%20skin.%20Minimalist%2C%20no%20sound%2C%20high-res.&development_brief=Auto-play%20video%20on%20iOS%2a&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recFlCdJAC2GlPpAH&type=deleteTestIdea,,1/19/2026 11:11pm
Real-Time Purchase Notifications,The Ayurveda Experience,"Showing live activity creates a ""crowded restaurant"" effect, validating the brand for first-time visitors.","Social proof is most effective when it feels current and ""active.""",,Floating at the bottom corner of the screen.,https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,"CVR,ATC","Standard notification bubble. Small product image + ""Recently Purchased: Maria in Vancouver just bought the 2-Bottle Bundle!"" 10-second intervals. Use Shopify app for reference.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recyB43fqHJGqSFnR&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=Real-Time%20Purchase%20Notifications&hypothesis=Showing%20live%20activity%20creates%20a%20%22crowded%20restaurant%22%20effect%2C%20validating%20the%20brand%20for%20first-time%20visitors.&rationale=Social%20proof%20is%20most%20effective%20when%20it%20feels%20current%20and%20%22active.%22&placement=Floating%20at%20the%20bottom%20corner%20of%20the%20screen.&variants_weight=50%2F50&category_primary_goals=CVR%2C%20ATC&design_brief=Standard%20notification%20bubble.%20Small%20product%20image%20%2B%20%22Recently%20Purchased%3A%20Maria%20in%20Vancouver%20just%20bought%20the%202-Bottle%20Bundle%21%22%2010-second%20intervals.%20Use%20Shopify%20app%20for%20reference.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recyB43fqHJGqSFnR&type=deleteTestIdea,,1/19/2026 11:12pm
"""Ayurveda vs. Science"" Content Toggle",The Ayurveda Experience,"Allowing users to choose their ""lens"" (Tradition or Science) will increase time on page and trust.","Segmenting the pitch helps convert both the ""naturalist"" and the ""skeptic.""",," Ingredients or ""How it Works"" section.",https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,CVR,"A ""pill-shaped"" toggle button at the top of the info section. Left: ""The Ayurvedic Story."" Right: ""The Clinical Proof."" Content below changes based on selection.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recZjHXrgKEMKd9Lc&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=%22Ayurveda%20vs.%20Science%22%20Content%20Toggle&hypothesis=Allowing%20users%20to%20choose%20their%20%22lens%22%20%28Tradition%20or%20Science%29%20will%20increase%20time%20on%20page%20and%20trust.&rationale=Segmenting%20the%20pitch%20helps%20convert%20both%20the%20%22naturalist%22%20and%20the%20%22skeptic.%22&placement=%20Ingredients%20or%20%22How%20it%20Works%22%20section.&variants_weight=50%2F50&category_primary_goals=CVR&design_brief=A%20%22pill-shaped%22%20toggle%20button%20at%20the%20top%20of%20the%20info%20section.%20Left%3A%20%22The%20Ayurvedic%20Story.%22%20Right%3A%20%22The%20Clinical%20Proof.%22%20Content%20below%20changes%20based%20on%20selection.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recZjHXrgKEMKd9Lc&type=deleteTestIdea,,1/19/2026 11:14pm
H1 Headline: Innovation vs. Direct Benefit,The Ayurveda Experience,"Testing a ""Results-First"" headline will outperform the ""Category-First"" headline.
","Direct benefits usually convert better than ""Innovation"" for cold traffic.",,Main Hero Headline.,https://theayurvedaexperience.com/pages/firm-focus-neck-mask-a,50/50,"CVR,ATC","Variant A: ""The World's First String-to-Silk™ Neck Mask."" Variant B: ""Visibly Lift & Smooth Sagging Neck Skin in 4 Weeks.""",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recbzg3gGu281St69&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=H1%20Headline%3A%20Innovation%20vs.%20Direct%20Benefit&hypothesis=Testing%20a%20%22Results-First%22%20headline%20will%20outperform%20the%20%22Category-First%22%20headline.%0A&rationale=Direct%20benefits%20usually%20convert%20better%20than%20%22Innovation%22%20for%20cold%20traffic.&placement=Main%20Hero%20Headline.&variants_weight=50%2F50&category_primary_goals=CVR%2C%20ATC&design_brief=Variant%20A%3A%20%22The%20World%27s%20First%20String-to-Silk%E2%84%A2%20Neck%20Mask.%22%20Variant%20B%3A%20%22Visibly%20Lift%20%26%20Smooth%20Sagging%20Neck%20Skin%20in%204%20Weeks.%22&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fpages%2Ffirm-focus-neck-mask-a&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recbzg3gGu281St69&type=deleteTestIdea,,1/19/2026 11:15pm
AOV-Boosting Shipping Progress Bar,The Ayurveda Experience,Replacing static text with a visual progress bar that updates toward the $28 free shipping threshold will increase AOV.,The current cart uses static text indicating free shipping above $28. A dynamic bar gamifies the experience and nudges users to add small items.,,"Top of the Cart page, above product list.",https://theayurvedaexperience.com/cart,50/50,"AOV,CVR,RPV","Horizontal bar at the top of the cart container. Copy: ""You're only $[Amount] away from FREE Shipping!"". Add Copy for all stages (You've unlocked FREE SHIPPING!)",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recIfXYaIIIrTqmjl&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=AOV-Boosting%20Shipping%20Progress%20Bar&hypothesis=Replacing%20static%20text%20with%20a%20visual%20progress%20bar%20that%20updates%20toward%20the%20%2428%20free%20shipping%20threshold%20will%20increase%20AOV.&rationale=The%20current%20cart%20uses%20static%20text%20indicating%20free%20shipping%20above%20%2428.%20A%20dynamic%20bar%20gamifies%20the%20experience%20and%20nudges%20users%20to%20add%20small%20items.&placement=Top%20of%20the%20Cart%20page%2C%20above%20product%20list.&variants_weight=50%2F50&category_primary_goals=AOV%2C%20CVR%2C%20RPV&design_brief=Horizontal%20bar%20at%20the%20top%20of%20the%20cart%20container.%20Copy%3A%20%22You%27re%20only%20%24%5BAmount%5D%20away%20from%20FREE%20Shipping%21%22.%20Add%20Copy%20for%20all%20stages%20%28You%27ve%20unlocked%20FREE%20SHIPPING%21%29&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fcart&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recIfXYaIIIrTqmjl&type=deleteTestIdea,,1/19/2026 11:17pm
Choice Reduction Cart Upsell,The Ayurveda Experience,"Reducing the carousel from 20+ options to 3 static, high-converting ""Essentials"" will increase conversion by eliminating decision fatigue.","Excessive choice leads to analysis paralysis. Presenting three clear, distinct options makes the choice effortless.",,"Replace the ""You may also like"" auto-carousel at the bottom of the cart.",https://theayurvedaexperience.com/cart,50/50,"ATC,CVR,AOV",Remove the carousel. Display exactly three static product cards side-by-side. Shorten titles for perfect alignment. Use best sellers (With different price points),N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=reclmToZU9tKa0WkR&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=Choice%20Reduction%20Cart%20Upsell&hypothesis=Reducing%20the%20carousel%20from%2020%2B%20options%20to%203%20static%2C%20high-converting%20%22Essentials%22%20will%20increase%20conversion%20by%20eliminating%20decision%20fatigue.&rationale=Excessive%20choice%20leads%20to%20analysis%20paralysis.%20Presenting%20three%20clear%2C%20distinct%20options%20makes%20the%20choice%20effortless.&placement=Replace%20the%20%22You%20may%20also%20like%22%20auto-carousel%20at%20the%20bottom%20of%20the%20cart.&variants_weight=50%2F50&category_primary_goals=ATC%2C%20CVR%2C%20AOV&design_brief=Remove%20the%20carousel.%20Display%20exactly%20three%20static%20product%20cards%20side-by-side.%20Shorten%20titles%20for%20perfect%20alignment.%20Use%20best%20sellers%20%28With%20different%20price%20points%29&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fcart&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=reclmToZU9tKa0WkR&type=deleteTestIdea,,1/19/2026 11:18pm
Menu Hierarchy: Concern-Led Navigation,The Ayurveda Experience,"Swapping the order of ""Shop by Category"" and ""Shop by Concern"" will increase CTR to product pages.","Users typically shop by a skin problem (e.g., ""Crepey Skin"" or ""Dryness"") rather than a product format. Highlighting ""Concern"" first aligns with user intent.
",,Global Navigation Mega-Menu.,https://theayurvedaexperience.com/,50/50,"CVR,ATC,PPV,CTR","In the ""SHOP"" drop-down, move ""SHOP BY CONCERN"" to the first (left-most) position. Move ""SHOP BY CATEGORY"" to the second position.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recEY6lCyDpRpVQc8&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=Menu%20Hierarchy%3A%20Concern-Led%20Navigation&hypothesis=Swapping%20the%20order%20of%20%22Shop%20by%20Category%22%20and%20%22Shop%20by%20Concern%22%20will%20increase%20CTR%20to%20product%20pages.&rationale=Users%20typically%20shop%20by%20a%20skin%20problem%20%28e.g.%2C%20%22Crepey%20Skin%22%20or%20%22Dryness%22%29%20rather%20than%20a%20product%20format.%20Highlighting%20%22Concern%22%20first%20aligns%20with%20user%20intent.%0A&placement=Global%20Navigation%20Mega-Menu.&variants_weight=50%2F50&category_primary_goals=CVR%2C%20ATC%2C%20PPV%2C%20CTR&design_brief=In%20the%20%22SHOP%22%20drop-down%2C%20move%20%22SHOP%20BY%20CONCERN%22%20to%20the%20first%20%28left-most%29%20position.%20Move%20%22SHOP%20BY%20CATEGORY%22%20to%20the%20second%20position.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2F&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recEY6lCyDpRpVQc8&type=deleteTestIdea,,1/19/2026 11:19pm
"Cart ""Order Note"" Replacement Upsell",The Ayurveda Experience,"Replacing a low-utility ""Order Notes"" field with a discounted ""Mini"" product nudge will UPT and AOV.",Order notes are rarely used. This high-value real estate is better used for a discounted point-of-purchase impulse buy.,,"Replacing the ""Order Notes"" text box in the cart.",https://theayurvedaexperience.com/cart,50/50,"AOV,APPV","Remove the ""Order Notes"" box. Insert a ""One-Time Offer"" box: ""Add a Mini Best-Seller for 20% OFF?"" (e.g., Mini Blavana or Yauvari) with a one-click ""Add"" button.",N/A,,"United States,Canada,Australia",All Devices,,,,,,,,,,,,,,,,,,,,Jayden Grayston,reclVTVRDrXEZL7mt,reclVTVRDrXEZL7mt,https://forms.fillout.com/t/1ezyZa81cqus?test_idea_id=recgS30KzSPTXSpjk&brand_name_clean=The%20Ayurveda%20Experience&brand_id=reclVTVRDrXEZL7mt&test_description=Cart%20%22Order%20Note%22%20Replacement%20Upsell&hypothesis=Replacing%20a%20low-utility%20%22Order%20Notes%22%20field%20with%20a%20discounted%20%22Mini%22%20product%20nudge%20will%20UPT%20and%20AOV.&rationale=Order%20notes%20are%20rarely%20used.%20This%20high-value%20real%20estate%20is%20better%20used%20for%20a%20discounted%20point-of-purchase%20impulse%20buy.&placement=Replacing%20the%20%22Order%20Notes%22%20text%20box%20in%20the%20cart.&variants_weight=50%2F50&category_primary_goals=AOV%2C%20APPV&design_brief=Remove%20the%20%22Order%20Notes%22%20box.%20Insert%20a%20%22One-Time%20Offer%22%20box%3A%20%22Add%20a%20Mini%20Best-Seller%20for%2020%25%20OFF%3F%22%20%28e.g.%2C%20Mini%20Blavana%20or%20Yauvari%29%20with%20a%20one-click%20%22Add%22%20button.&development_brief=N%2FA&media_links=&geos=United%20States%2C%20Canada%2C%20Australia&devices=All%20Devices&placementURL=https%3A%2F%2Ftheayurvedaexperience.com%2Fcart&walkthroughVideo=&figmaURL=&qaReport=&pta1WKLoom=&PTAFinalLoom=&whatHappened=&nextSteps=&revenueAdded=&goal1=&incrase1=&goal2=&incrase2=&confidence=&segment=&imageType=&controlImage=&variantImage=&ptaImage=&convertID=,https://more-conversions.app.n8n.cloud/webhook/ee486d3e-8a94-451e-9ef3-1ecee39cf1fc?testID=recgS30KzSPTXSpjk&type=deleteTestIdea,,1/19/2026 11:20pm
